id,file_name,x1,y1,x2,y2,label
45,Screenshot 2022-05-19 131754 - Copy - Copy.png,82.5,315.6,143.28,382.76,3
45,Screenshot 2022-05-19 131754 - Copy - Copy.png,567.26,328.12,595.84,352.52,2
46,Screenshot 2022-05-19 132135 - Copy.png,754.97,141.1,771.3000000000001,170.45,3
46,Screenshot 2022-05-19 132135 - Copy.png,682.3,151.9,720.9499999999999,190.51,3
47,Screenshot 2022-05-19 135926 - Copy - Copy.png,374.6,367.4,592.9200000000001,471.25,3
48,Screenshot 2022-05-19 154413.png,14.7,6.6,214.73,107.86,3
49,Screenshot 2022-05-20 084905 - Copy.png,25.9,7.5,61.3,55.5,3
50,Screenshot 2022-05-20 093936 - Copy.png,458.35,319.6,546.19,470.94000000000005,3
51,Screenshot 2022-05-20 094034 - Copy.png,158.94,41.1,261.03,161.9,3
51,Screenshot 2022-05-20 094034 - Copy.png,107.93,169.35,142.85000000000002,200.12,3
52,Screenshot 2022-05-20 094117 - Copy.png,273.46,146.6,1152.71,578.29,3
53,Screenshot 2022-05-20 094422.png,81.7,38.86,117.67,56.1,3
53,Screenshot 2022-05-20 094422.png,220.78,76.13,234.81,87.85,3
54,Screenshot 2022-05-20 094453 - Copy.png,677.9,179.5,829.0999999999999,343.16,3
55,Screenshot 2022-05-20 095235 - Copy.png,37.28,5.59,65.51,23.0,3
55,Screenshot 2022-05-20 095235 - Copy.png,143.08,95.8,176.48000000000002,132.91,3
56,Screenshot 2022-05-20 095531 - Copy.png,57.71,48.9,97.01,77.83,3
57,Screenshot 2022-05-20 095734 - Copy.png,85.3,58.7,118.11,94.68,3
58,Screenshot 2022-05-20 095810 - Copy.png,248.49,124.1,264.31,138.92,3
58,Screenshot 2022-05-20 095810 - Copy.png,51.87,25.66,87.71000000000001,62.59,3
58,Screenshot 2022-05-20 095810 - Copy.png,169.7,108.3,193.97,130.82999999999998,3
59,Screenshot 2022-05-20 100230 - Copy.png,73.43,47.31,125.67000000000002,84.4,3
60,Screenshot 2022-05-20 111151 - Copy.png,435.43,1.34,513.35,103.07,3
60,Screenshot 2022-05-20 111151 - Copy.png,878.06,0.0,907.28,26.24,3
61,Screenshot 2022-05-20 115010 - Copy.png,104.56,55.2,159.73000000000002,115.41,3
62,Screenshot 2022-05-20 115105 - Copy.png,98.6,47.05,208.17,138.2,3
63,Screenshot 2022-05-20 115302 - Copy.png,53.55,50.0,70.41,68.91,3
64,Screenshot 2022-05-20 132200 - Copy.png,85.3,31.9,109.48,52.1,3
64,Screenshot 2022-05-20 132200 - Copy.png,108.6,45.0,132.49,71.64,3
65,Screenshot 2022-05-20 135833 - Copy.png,90.1,176.06,148.31,201.42,3
65,Screenshot 2022-05-20 135833 - Copy.png,140.5,82.9,275.0,233.03,3
66,Screenshot 2022-05-20 135848 - Copy.png,166.24,96.47,262.1,134.6,3
67,Screenshot 2022-05-20 140126  - Copy.png,179.35,175.2,264.7,233.14,3
68,Screenshot 2022-05-20 140151 - Copy.png,120.01,73.29,259.82,118.15,3
69,Screenshot 2022-05-20 140254 - Copy.png,129.6,108.0,358.48,254.63,3
70,Screenshot 2022-05-20 140330 - Copy.png,183.05,190.61,338.36,309.77,3
71,Screenshot 2022-05-20 140331 - Copy.png,191.21,135.33,260.41,170.71,3
72,Screenshot 2022-05-20 140357 (2) - Copy.png,78.16,51.6,252.94,141.1,3
73,Screenshot 2022-05-20 140548 - Copy.png,47.09,153.4,185.54,219.35,3
74,Screenshot 2022-05-20 140559 - Copy.png,118.85,183.16,282.56,279.35,3
75,Screenshot 2022-05-20 140729 - Copy.png,167.37,113.4,380.87,219.41000000000005,3
76,Screenshot 2022-05-20 140826 (2) - Copy.png,125.52,154.6,292.7,215.25,3
77,Screenshot 2022-05-20 141113 (3) - Copy.png,84.1,79.4,425.41,214.15,3
78,Screenshot 2022-05-20 141210.png,48.43,101.51,147.5,170.41000000000005,3
79,Screenshot 2022-05-20 141310 (2) - Copy.png,79.42,29.3,627.3,186.67,3
80,Screenshot 2022-05-20 141612.png,257.38,77.8,592.05,312.86,3
81,Screenshot 2022-05-20 141641.png,208.23,108.3,315.0,195.84,3
82,Screenshot 2022-05-20 141714.png,14.0,115.5,143.0,165.0,3
83,Screenshot 2022-05-20 141829 (2).png,96.61,199.48,179.79000000000002,239.12,3
83,Screenshot 2022-05-20 141829 (2).png,55.02,225.5,95.96,263.17,3
84,ZA_N2 (2).jpg,146.69,24.0,567.51,263.72,3
85,directional-sign-hout-bay-near-260nw-671866738.webp,44.7,140.0,121.21,167.44,3
85,directional-sign-hout-bay-near-260nw-671866738.webp,125.0,38.0,352.45,212.01,3
86,durbanville-cape-town-south-africa-dec-road-signs-m-highway-durbanville-philadelphia-western-cape-south-africa-172354937.jpg,257.7,107.9,617.31,239.2,3
87,enroads_sa 112.png,474.94,71.1,538.25,126.59,3
88,enroads_sa 117.png,117.67,279.67,144.39,303.02000000000004,3
88,enroads_sa 117.png,118.8,314.1,139.45,328.48,3
88,enroads_sa 117.png,343.74,56.3,507.04,204.34,3
89,enroads_sa 141.png,79.1,89.2,107.98,118.05,3
90,enroads_sa 24.png,263.35,118.9,324.09000000000003,183.33,3
91,enroads_sa 3.png,108.86,22.75,370.93,118.6,3
92,enroads_sa 305.png,29.94,62.4,83.97,115.55,3
93,enroads_sa 574.png,273.1,132.9,302.21000000000004,159.0,3
93,enroads_sa 574.png,118.7,56.5,200.5,134.56,3
94,enroads_sa 581.png,276.6,0.0,417.4,96.3,3
94,enroads_sa 581.png,66.3,73.76,102.8,103.7,3
95,enroads_sa 586.png,348.5,261.8,434.01,302.77,3
95,enroads_sa 586.png,329.6,205.67,394.31,259.35,3
96,enroads_sa 592.png,137.9,237.6,176.06,276.92,3
97,enroads_sa 7.png,171.7,61.3,363.8,161.39999999999998,3
98,enroads_sa 8.png,172.0,61.1,364.4,161.9,3
99,enroads_sa 844.png,259.19,205.2,297.89,241.73,3
100,enroads_sa 858.png,138.1,41.87,372.02,216.72,3
101,images (9).jpg,79.5,8.0,217.57,81.87,3
